Sector,Piscina,Corrida,Cant/Siembra,Zoea 1,Zoea 2,Zoea 3,Mysis 1,Mysis 2,Mysis 3,Postlarva 1,Postlarva 2,Postlarva 3,Postlarva 4,Postlarva 5,Postlarva 6,Postlarva 7,Postlarva 8,Postlarva 9,Postlarva 10,Postlarva 11,Postlarva 12,Postlarva 13,Postlarva 14,Postlarva 15
Sala 03,L0308,0036C,10400,10000,9600,9300,9000,8360,8000,7900,7700,7400,7200,6700,6400,6300,6000,5800,5700,5300,4250,,,
Sala 03,L0309,0036C,10400,10000,9700,9400,9000,8624,8100,8000,7700,7400,7150,6700,6300,6100,5900,5700,5600,5200,4500,,,
Sala 03,L0310,0036C,10400,10000,9700,9400,9000,8775,8400,8100,7800,7500,7150,6700,3500,6300,6000,5800,5700,5520,5520,,,
Sala 03,L0311,0036C,10400,10000,9600,9300,9000,8580,8300,8000,7700,7400,7150,6700,6300,6100,5900,5700,5600,5900,6110,,,
Sala 03,L0312,0036C,10400,10000,9700,9400,9000,8448,8200,8000,7800,7500,7200,6800,6400,6200,6000,5800,5700,5200,4500,,,
Sala 04,L0401,0036C,7000,6500,5550,5550,5550,5550,5500,5200,5100,4900,4750,4500,4400,4400,4200,4100,3700,,,,,
Sala 04,L0402,0036C,7000,6400,5580,5580,5220,5200,5000,4900,4900,4800,4640,4500,4400,4400,4200,4100,3700,,,,,
Sala 04,L0403,0036C,7000,6300,6150,6080,5510,5400,5200,5000,5000,4800,4700,4500,4400,4400,4300,4200,3800,,,,,
Sala 04,L0404,0036C,7000,6400,5850,5600,4930,4800,4700,4600,4600,4500,4400,4200,4200,4100,4000,3900,3600,,,,,
Sala 04,L0405,0036C,7000,6200,5700,5600,4640,4500,4400,4300,4300,4200,4100,4100,4100,4000,3900,3800,3600,,,,,
Sala 04,L0406,0036C,7000,6500,6300,6080,5365,5200,5100,5000,5000,4800,4650,4600,4400,4500,4300,4200,3700,,,,,
Sala 04,L0407,0036C,6600,6000,5700,6090,5900,5700,5300,5100,5000,4810,4600,4500,4500,4200,4100,3800,,,,,,
Sala 04,L0408,0036C,6600,6100,6300,5220,5200,5100,5000,5100,5000,4850,4700,4550,4600,4200,4100,3800,,,,,,
Sala 04,L0409,0036C,6700,6200,5850,6380,6100,5900,5500,5300,5100,4950,4700,4550,4600,4300,4200,3850,,,,,,
Sala 04,L0410,0036C,6700,5900,6000,5365,5300,5100,5000,5000,4900,4720,4500,4400,4400,4200,4100,3700,,,,,,
Sala 04,L0411,0036C,6700,6000,5700,6380,6200,6000,5500,5200,5000,4850,4600,4400,4500,4300,4200,3800,,,,,,
Sala 04,L0412,0036C,6700,6100,6000,5510,5400,5200,5000,5100,4900,4750,4500,4400,4400,4200,4100,3700,,,,,,
Sala 05,L0501,0036C,6600,6400,5200,5000,4800,4800,4200,4100,4000,3800,3600,3500,3200,3100,3000,3000,3000,2115,,,,
Sala 05,L0502,0036C,6600,6500,5300,5100,4800,5200,4700,4600,4500,4300,4000,3900,3700,3500,3400,3400,3300,3530,,,,
Sala 05,L0503,0036C,6700,6500,4900,4800,5000,5100,4800,4700,4600,4400,4200,4000,3800,3700,3600,3500,3400,3520,,,,
Sala 05,L0504,0036C,6700,6500,5200,5000,5000,5600,5300,5200,5100,4900,4600,4400,4200,4100,4000,3800,3500,3755,,,,
Sala 05,L0505,0036C,6700,6400,5200,5000,4900,4800,4300,4200,4100,3900,3700,3600,3400,3300,3200,3200,3200,3335,,,,
Sala 05,L0506,0036C,6700,6500,5300,5100,5200,5400,5100,5000,4900,4700,4500,4300,4100,4000,3900,3800,3500,3745,,,,
Sala 05,L0507,0036C,6600,6300,6000,4800,5100,4500,4400,4300,4000,4000,3900,3700,3600,3500,3500,3400,3400,,,,,
Sala 05,L0508,0036C,6600,6300,6100,5000,4800,4800,4700,4600,4400,4200,4000,3800,3700,3600,3500,3400,3400,,,,,
Sala 05,L0509,0036C,6700,6400,6200,5200,5400,5200,5100,5000,4800,4600,4400,4200,4100,4000,3800,3500,3500,,,,,
Sala 05,L0510,0036C,6700,6200,5900,5000,4900,4800,4700,4600,4400,4200,4000,3800,3700,3600,3600,3500,3500,,,,,
Sala 05,L0511,0036C,6700,6300,6000,4800,5200,4800,4700,4600,4400,4200,4000,3800,3700,3600,3500,3500,3500,,,,,
Sala 05,L0512,0036C,6700,6200,5900,5500,5100,4900,4900,4800,4600,4400,4200,4000,3900,3800,3500,3400,3400,,,,,
Sala 06,L0601,0036C,7200,6800,6000,5700,5200,5100,5000,4900,4800,4700,4600,4500,4400,4300,4200,4100,4000,,,,,
Sala 06,L0602,0036C,7200,6800,6100,5700,5100,5000,4900,4800,4700,4600,4500,4400,4300,4200,4200,4100,4100,,,,,
Sala 06,L0603,0036C,7200,6800,6100,5700,5100,5000,4900,4800,4700,4600,4500,4400,4300,4200,4300,4200,4200,,,,,
Sala 06,L0604,0036C,7200,6800,6200,5800,5500,5400,5300,5200,5100,4900,4800,4700,4600,4500,4400,4300,4200,,,,,
Sala 06,L0605,0036C,7200,6800,6300,5800,5100,5000,4900,4800,4700,4600,4500,4400,4300,4200,4100,4100,4100,,,,,
Sala 06,L0606,0036C,7000,6700,6000,5500,5500,5300,5200,5100,5000,4800,4700,4600,4500,4400,4300,4200,4200,,,,,
Sala 06,L0607,0036C,7000,6700,6000,5500,5300,5200,5100,5000,4900,4800,4700,4600,4500,4400,4300,4200,4200,,,,,
Sala 07,L0701,0036C,7600,7000,6600,6500,6400,6300,6100,6000,5800,5600,5500,5300,5200,4900,4700,4600,4500,4500,,,,
Sala 07,L0702,0036C,7600,7000,6200,6200,6100,6000,6000,5800,5600,5400,5300,5100,4900,4800,4600,4500,4500,4500,,,,
Sala 07,L0703,0036C,7200,6500,6000,5800,5800,5800,5800,5600,5400,5200,5100,4900,4700,4600,4500,4500,4500,4500,,,,
Sala 07,L0704,0036C,8000,7400,6800,6700,6500,6400,6200,6000,5800,5600,5400,5200,5000,4900,4700,4600,,,,,,
Sala 07,L0705,0036C,8000,7600,7200,6900,6600,6500,6200,6000,5800,5600,5400,5200,5000,4900,4700,4600,,,,,,
Sala 07,L0706,0036C,8000,7500,6800,6600,6400,6300,6100,5800,5600,5400,5300,5100,4900,4800,4600,4500,4500,4500,,,,
Sala 07,L0707,0036C,7800,7000,6000,5700,5400,5400,5400,5200,5000,5000,5000,4800,4600,4500,4400,4400,4400,1200,,,,
Sala 07,L0708,0036C,8000,7400,7200,6800,6600,6500,6100,5800,5600,5400,5300,5000,4800,4600,4400,4400,,,,,,
Sala 07,L0709,0036C,7800,7000,6600,6400,6200,6100,6000,5800,5600,5400,5200,5000,4800,4600,4500,4500,3800,3800,,,,
Sala 07,L0710,0036C,7600,7000,6800,6500,6300,6200,6000,5800,5600,5400,5200,5000,4800,4700,4500,4400,4400,4400,,,,
Sala 07,L0711,0036C,7600,7000,6500,6200,6100,6200,6000,5800,5600,5400,5400,5200,5000,4800,4500,4400,4400,4300,,,,
Sala 07,L0712,0036C,7600,7000,6500,6000,5900,5700,5500,5300,5100,5000,5000,4800,4800,4600,4500,4400,4400,4400,,,,
Sala 07,L0713,0036C,7600,7000,6200,5500,5500,5500,5500,5300,5100,5000,4900,4700,4700,4500,4400,4400,4400,4400,,,,
Sala 07,L0714,0036C,7600,7000,6500,6200,5700,5600,5500,5300,5100,5000,4900,4700,4700,4500,4400,4400,4400,4400,,,,
Sala 08,L0801,0036C,7166,7000,6600,6400,6270,6300,5900,5800,5764,5300,5100,5000,4900,4800,4800,4700,4700,,,,,
Sala 08,L0802,0036C,7166,7000,6700,6600,6270,5950,6300,6200,6153,5900,5500,5300,5000,4900,4900,4800,4700,,,,,
Sala 08,L0803,0036C,7166,7000,6700,6600,6450,6300,5600,5500,5462,5000,4900,4800,4900,4800,4800,4700,4600,,,,,
Sala 08,L0804,0036C,7166,7000,6700,6500,5990,6300,5600,5500,5455,5100,4900,4800,5000,4900,4900,4800,4700,,,,,
Sala 08,L0805,0036C,7166,7000,6700,6500,5940,5950,5500,5400,5364,5000,4900,4800,4800,4700,4700,4600,4500,,,,,
Sala 08,L0806,0036C,7170,7000,6700,6400,5770,5600,5775,5670,5566,5300,5100,5000,4900,4800,4700,4500,4500,,,,,
Sala 08,L0807,0036C,7870,7600,5600,6000,5600,6658,5300,5200,5154,5000,4900,4800,4700,4600,4600,4500,4400,,,,,
Sala 08,L0808,0036C,7870,7700,6000,5280,6450,6000,5600,5500,5462,5100,4900,4800,4800,4700,4700,4700,4600,,,,,
Sala 08,L0809,0036C,7870,7700,6300,6000,5900,5900,5550,5450,5343,5100,5000,4900,5010,4910,5000,4900,4800,,,,,
Sala 08,L0810,0036C,7890,7700,6300,5900,5770,5770,5500,5400,5355,5150,5000,4900,5000,4900,4900,4800,4700,,,,,
Sala 08,L0811,0036C,7900,7800,6300,5950,5600,5400,5300,5300,5264,5100,5000,4900,4900,4800,4800,4700,4700,,,,,
Sala 08,L0812,0036C,7800,7700,5800,5600,5280,5100,5250,5200,5164,5000,4900,4800,4900,4800,4800,4700,4600,,,,,
Sala 08,L0813,0036C,7900,7800,6300,6000,5600,5500,5600,5500,5466,5100,5000,4900,4900,4800,4800,4700,4600,,,,,
Sala 08,L0814,0036C,7900,7800,6500,6300,6300,6200,5600,5500,5468,5100,5000,4900,5100,5000,5000,4900,4800,,,,,
Sala 10,L1001,0036C,7450,7000,6400,6300,6400,6300,5700,5500,5000,4800,4700,4600,4000,4000,4000,4000,,,,,,
Sala 10,L1002,0036C,7450,7000,6600,5600,6400,6300,6200,6000,5800,5600,5500,5200,4800,4700,4600,4500,,,,,,
Sala 10,L1003,0036C,7450,7000,6600,6600,6400,6100,5600,5500,5300,5200,5100,5000,4800,4700,4600,4500,,,,,,
Sala 10,L1004,0036C,7450,7000,6600,5900,6400,6100,5500,5400,5300,5100,5000,4900,4600,4600,4500,4400,,,,,,
Sala 10,L1005,0036C,7450,7000,6600,6400,6300,6300,5900,5800,5600,5500,5400,5200,4800,4800,4700,4600,,,,,,
Sala 10,L1006,0036C,7450,7000,6600,6300,6400,6000,5900,5800,5600,5500,5400,5200,4800,4800,4700,4600,,,,,,
Sala 10,L1007,0036C,7450,7000,6000,6200,6400,6000,5700,5600,5400,5300,5200,5000,4800,4800,4700,4600,,,,,,
Sala 10,L1008,0036C,7450,7000,6600,6300,6300,6100,5700,5600,5400,5300,5200,5000,4800,4800,4700,4600,,,,,,
Sala 10,L1009,0036C,7400,7000,6600,6300,6300,6300,5900,5800,5600,5500,5400,5200,4600,4600,4500,4400,,,,,,
Sala 10,L1010,0036C,7800,7200,6200,6300,6300,5500,5400,5200,5100,5000,4900,4800,4800,4700,4600,,,,,,,
Sala 10,L1011,0036C,7800,7200,6400,6000,6300,5300,5200,5000,4900,4800,4700,4600,4800,4700,4600,4000,,,,,,
Sala 10,L1012,0036C,7800,7200,6400,6300,6300,5500,5400,5200,5180,5000,4900,4800,4800,4700,4600,,,,,,,
Sala 10,L1013,0036C,7800,7200,6400,6000,6300,5300,5200,5000,4900,4800,4700,4600,4600,4500,4500,4300,,,,,,
Sala 10,L1014,0036C,7800,7200,6700,6400,6300,5500,5400,5200,5100,5000,4900,4800,4700,4600,4500,4000,,,,,,
Sala 11,L1101,0036C,,,,,,,,,,,,,,,,,,,,,,
Sala 11,L1102,0036C,,,,,,,,,,,,,,,,,,,,,,
Sala 11,L1103,0036C,,,,,,,,,,,,,,,,,,,,,,
Sala 11,L1104,0036C,,,,,,,,,,,,,,,,,,,,,,
Sala 11,L1105,0036C,,,,,,,,,,,,,,,,,,,,,,
Sala 11,L1106,0036C,,,,,,,,,,,,,,,,,,,,,,
Sala 11,L1107,0036C,,,,,,,,,,,,,,,,,,,,,,
Sala 11,L1108,0036C,,,,,,,,,,,,,,,,,,,,,,
Sala 11,L1109,0036C,,,,,,,,,,,,,,,,,,,,,,
Sala 11,L1110,0036C,,,,,,,,,,,,,,,,,,,,,,
Sala 11,L1111,0036C,,,,,,,,,,,,,,,,,,,,,,
Sala 11,L1112,0036C,,,,,,,,,,,,,,,,,,,,,,
Sala 11,L1113,0036C,,,,,,,,,,,,,,,,,,,,,,
Sala 11,L1114,0036C,,,,,,,,,,,,,,,,,,,,,,
Sala 02,L0201,0037C,,,,,,,,,,,,,,,,,,,,,,
Sala 02,L0202,0037C,,,,,,,,,,,,,,,,,,,,,,
Sala 02,L0203,0037C,,,,,,,,,,,,,,,,,,,,,,
Sala 02,L0204,0037C,,,,,,,,,,,,,,,,,,,,,,
Sala 02,L0205,0037C,,,,,,,,,,,,,,,,,,,,,,
Sala 02,L0206,0037C,,,,,,,,,,,,,,,,,,,,,,
Sala 02,L0207,0037C,,,,,,,,,,,,,,,,,,,,,,
Sala 02,L0208,0037C,,,,,,,,,,,,,,,,,,,,,,
Sala 02,L0209,0037C,,,,,,,,,,,,,,,,,,,,,,
Sala 02,L0210,0037C,,,,,,,,,,,,,,,,,,,,,,
Sala 02,L0211,0037C,,,,,,,,,,,,,,,,,,,,,,
Sala 02,L0212,0037C,,,,,,,,,,,,,,,,,,,,,,
Sala 03,L0301,0037C,,,,,,,,,,,,,,,,,,,,,,
Sala 03,L0302,0037C,,,,,,,,,,,,,,,,,,,,,,
Sala 03,L0303,0037C,,,,,,,,,,,,,,,,,,,,,,
Sala 03,L0304,0037C,,,,,,,,,,,,,,,,,,,,,,
Sala 03,L0305,0037C,,,,,,,,,,,,,,,,,,,,,,
Sala 03,L0306,0037C,,,,,,,,,,,,,,,,,,,,,,
Sala 03,L0307,0037C,,,,,,,,,,,,,,,,,,,,,,
Sala 03,L0308,0037C,,,,,,,,,,,,,,,,,,,,,,
Sala 03,L0309,0037C,,,,,,,,,,,,,,,,,,,,,,
Sala 03,L0310,0037C,,,,,,,,,,,,,,,,,,,,,,
Sala 03,L0311,0037C,,,,,,,,,,,,,,,,,,,,,,
Sala 03,L0312,0037C,,,,,,,,,,,,,,,,,,,,,,
Sala 04,L0401,0037C,,,,,,,,,,,,,,,,,,,,,,
Sala 04,L0402,0037C,,,,,,,,,,,,,,,,,,,,,,
Sala 04,L0403,0037C,,,,,,,,,,,,,,,,,,,,,,
Sala 04,L0404,0037C,,,,,,,,,,,,,,,,,,,,,,
Sala 04,L0405,0037C,,,,,,,,,,,,,,,,,,,,,,
Sala 04,L0406,0037C,,,,,,,,,,,,,,,,,,,,,,
Sala 04,L0407,0037C,,,,,,,,,,,,,,,,,,,,,,
Sala 04,L0408,0037C,,,,,,,,,,,,,,,,,,,,,,
Sala 04,L0409,0037C,,,,,,,,,,,,,,,,,,,,,,
Sala 04,L0410,0037C,,,,,,,,,,,,,,,,,,,,,,
Sala 04,L0411,0037C,,,,,,,,,,,,,,,,,,,,,,
Sala 04,L0412,0037C,,,,,,,,,,,,,,,,,,,,,,
Sala 05,L0501,0037C,,,,,,,,,,,,,,,,,,,,,,
Sala 05,L0502,0037C,,,,,,,,,,,,,,,,,,,,,,
Sala 05,L0503,0037C,,,,,,,,,,,,,,,,,,,,,,
Sala 05,L0504,0037C,,,,,,,,,,,,,,,,,,,,,,
Sala 05,L0505,0037C,,,,,,,,,,,,,,,,,,,,,,
Sala 05,L0506,0037C,,,,,,,,,,,,,,,,,,,,,,
Sala 05,L0507,0037C,,,,,,,,,,,,,,,,,,,,,,
Sala 05,L0508,0037C,,,,,,,,,,,,,,,,,,,,,,
Sala 05,L0509,0037C,,,,,,,,,,,,,,,,,,,,,,
Sala 05,L0510,0037C,,,,,,,,,,,,,,,,,,,,,,
Sala 05,L0511,0037C,,,,,,,,,,,,,,,,,,,,,,
Sala 05,L0512,0037C,,,,,,,,,,,,,,,,,,,,,,
Sala 06,L0601,0037C,,,,,,,,,,,,,,,,,,,,,,
Sala 06,L0602,0037C,,,,,,,,,,,,,,,,,,,,,,
Sala 06,L0603,0037C,,,,,,,,,,,,,,,,,,,,,,
Sala 06,L0604,0037C,,,,,,,,,,,,,,,,,,,,,,
Sala 06,L0605,0037C,,,,,,,,,,,,,,,,,,,,,,
Sala 06,L0606,0037C,,,,,,,,,,,,,,,,,,,,,,
Sala 06,L0607,0037C,,,,,,,,,,,,,,,,,,,,,,
Sala 06,L0608,0037C,,,,,,,,,,,,,,,,,,,,,,
Sala 06,L0609,0037C,,,,,,,,,,,,,,,,,,,,,,
Sala 06,L0610,0037C,,,,,,,,,,,,,,,,,,,,,,
Sala 06,L0611,0037C,,,,,,,,,,,,,,,,,,,,,,
Sala 06,L0612,0037C,,,,,,,,,,,,,,,,,,,,,,
Sala 06,L0613,0037C,,,,,,,,,,,,,,,,,,,,,,
Sala 06,L0614,0037C,,,,,,,,,,,,,,,,,,,,,,
Sala 07,L0701,0037C,,,,,,,,,,,,,,,,,,,,,,
Sala 07,L0702,0037C,,,,,,,,,,,,,,,,,,,,,,
Sala 07,L0703,0037C,,,,,,,,,,,,,,,,,,,,,,
Sala 07,L0704,0037C,,,,,,,,,,,,,,,,,,,,,,
Sala 07,L0705,0037C,,,,,,,,,,,,,,,,,,,,,,
Sala 07,L0706,0037C,,,,,,,,,,,,,,,,,,,,,,
Sala 07,L0707,0037C,,,,,,,,,,,,,,,,,,,,,,
Sala 07,L0708,0037C,,,,,,,,,,,,,,,,,,,,,,
Sala 07,L0709,0037C,,,,,,,,,,,,,,,,,,,,,,
Sala 07,L0710,0037C,,,,,,,,,,,,,,,,,,,,,,
Sala 07,L0711,0037C,,,,,,,,,,,,,,,,,,,,,,
Sala 07,L0712,0037C,,,,,,,,,,,,,,,,,,,,,,
Sala 07,L0713,0037C,,,,,,,,,,,,,,,,,,,,,,
Sala 07,L0714,0037C,,,,,,,,,,,,,,,,,,,,,,
Sala 08,L0801,0037C,,,,,,,,,,,,,,,,,,,,,,
Sala 08,L0802,0037C,,,,,,,,,,,,,,,,,,,,,,
Sala 08,L0803,0037C,,,,,,,,,,,,,,,,,,,,,,
Sala 08,L0804,0037C,,,,,,,,,,,,,,,,,,,,,,
Sala 08,L0805,0037C,,,,,,,,,,,,,,,,,,,,,,
Sala 08,L0806,0037C,,,,,,,,,,,,,,,,,,,,,,
Sala 08,L0807,0037C,,,,,,,,,,,,,,,,,,,,,,
Sala 08,L0808,0037C,,,,,,,,,,,,,,,,,,,,,,
Sala 08,L0809,0037C,,,,,,,,,,,,,,,,,,,,,,
Sala 08,L0810,0037C,,,,,,,,,,,,,,,,,,,,,,
Sala 08,L0811,0037C,,,,,,,,,,,,,,,,,,,,,,
Sala 08,L0812,0037C,,,,,,,,,,,,,,,,,,,,,,
Sala 08,L0813,0037C,,,,,,,,,,,,,,,,,,,,,,
Sala 08,L0814,0037C,,,,,,,,,,,,,,,,,,,,,,
Sala 09,L0901,0037C,,,,,,,,,,,,,,,,,,,,,,
Sala 09,L0902,0037C,,,,,,,,,,,,,,,,,,,,,,
Sala 09,L0903,0037C,,,,,,,,,,,,,,,,,,,,,,
Sala 09,L0904,0037C,,,,,,,,,,,,,,,,,,,,,,
Sala 09,L0905,0037C,,,,,,,,,,,,,,,,,,,,,,
Sala 09,L0906,0037C,,,,,,,,,,,,,,,,,,,,,,
Sala 09,L0907,0037C,,,,,,,,,,,,,,,,,,,,,,
Sala 09,L0908,0037C,,,,,,,,,,,,,,,,,,,,,,
Sala 09,L0909,0037C,,,,,,,,,,,,,,,,,,,,,,
Sala 09,L0910,0037C,,,,,,,,,,,,,,,,,,,,,,
Sala 09,L0911,0037C,,,,,,,,,,,,,,,,,,,,,,
Sala 09,L0912,0037C,,,,,,,,,,,,,,,,,,,,,,
Sala 09,L0913,0037C,,,,,,,,,,,,,,,,,,,,,,
Sala 09,L0914,0037C,,,,,,,,,,,,,,,,,,,,,,
Sala 10,L1001,0037C,,,,,,,,,,,,,,,,,,,,,,
Sala 10,L1002,0037C,,,,,,,,,,,,,,,,,,,,,,
Sala 10,L1003,0037C,,,,,,,,,,,,,,,,,,,,,,
Sala 10,L1004,0037C,,,,,,,,,,,,,,,,,,,,,,
Sala 10,L1005,0037C,,,,,,,,,,,,,,,,,,,,,,
Sala 10,L1006,0037C,,,,,,,,,,,,,,,,,,,,,,
Sala 10,L1007,0037C,,,,,,,,,,,,,,,,,,,,,,
Sala 10,L1008,0037C,,,,,,,,,,,,,,,,,,,,,,
Sala 10,L1009,0037C,,,,,,,,,,,,,,,,,,,,,,
Sala 10,L1010,0037C,,,,,,,,,,,,,,,,,,,,,,
Sala 10,L1011,0037C,,,,,,,,,,,,,,,,,,,,,,
Sala 10,L1012,0037C,,,,,,,,,,,,,,,,,,,,,,
Sala 10,L1013,0037C,,,,,,,,,,,,,,,,,,,,,,
Sala 10,L1014,0037C,,,,,,,,,,,,,,,,,,,,,,
Sala 11,L1101,0037C,,,,,,,,,,,,,,,,,,,,,,
Sala 11,L1102,0037C,,,,,,,,,,,,,,,,,,,,,,
Sala 11,L1103,0037C,,,,,,,,,,,,,,,,,,,,,,
Sala 11,L1104,0037C,,,,,,,,,,,,,,,,,,,,,,
Sala 11,L1105,0037C,,,,,,,,,,,,,,,,,,,,,,
Sala 11,L1106,0037C,,,,,,,,,,,,,,,,,,,,,,
Sala 11,L1107,0037C,,,,,,,,,,,,,,,,,,,,,,
Sala 11,L1108,0037C,,,,,,,,,,,,,,,,,,,,,,
Sala 11,L1109,0037C,,,,,,,,,,,,,,,,,,,,,,
Sala 11,L1110,0037C,,,,,,,,,,,,,,,,,,,,,,
Sala 11,L1111,0037C,,,,,,,,,,,,,,,,,,,,,,
Sala 11,L1112,0037C,,,,,,,,,,,,,,,,,,,,,,
Sala 11,L1113,0037C,,,,,,,,,,,,,,,,,,,,,,
Sala 11,L1114,0037C,,,,,,,,,,,,,,,,,,,,,,
Sala 02,L0201,0038C,,,,,,,,,,,,,,,,,,,,,,
Sala 02,L0202,0038C,,,,,,,,,,,,,,,,,,,,,,
Sala 02,L0203,0038C,,,,,,,,,,,,,,,,,,,,,,
Sala 02,L0204,0038C,,,,,,,,,,,,,,,,,,,,,,
Sala 02,L0205,0038C,,,,,,,,,,,,,,,,,,,,,,
Sala 02,L0206,0038C,,,,,,,,,,,,,,,,,,,,,,
Sala 02,L0207,0038C,,,,,,,,,,,,,,,,,,,,,,
Sala 02,L0208,0038C,,,,,,,,,,,,,,,,,,,,,,
Sala 02,L0209,0038C,,,,,,,,,,,,,,,,,,,,,,
Sala 02,L0210,0038C,,,,,,,,,,,,,,,,,,,,,,
Sala 02,L0211,0038C,,,,,,,,,,,,,,,,,,,,,,
Sala 02,L0212,0038C,,,,,,,,,,,,,,,,,,,,,,
Sala 03,L0301,0038C,,,,,,,,,,,,,,,,,,,,,,
Sala 03,L0302,0038C,,,,,,,,,,,,,,,,,,,,,,
Sala 03,L0303,0038C,,,,,,,,,,,,,,,,,,,,,,
Sala 03,L0304,0038C,,,,,,,,,,,,,,,,,,,,,,
Sala 03,L0305,0038C,,,,,,,,,,,,,,,,,,,,,,
Sala 03,L0306,0038C,,,,,,,,,,,,,,,,,,,,,,
Sala 03,L0307,0038C,,,,,,,,,,,,,,,,,,,,,,
Sala 03,L0308,0038C,,,,,,,,,,,,,,,,,,,,,,
Sala 03,L0309,0038C,,,,,,,,,,,,,,,,,,,,,,
Sala 03,L0310,0038C,,,,,,,,,,,,,,,,,,,,,,
Sala 03,L0311,0038C,,,,,,,,,,,,,,,,,,,,,,
Sala 03,L0312,0038C,,,,,,,,,,,,,,,,,,,,,,
Sala 04,L0401,0038C,,,,,,,,,,,,,,,,,,,,,,
Sala 04,L0402,0038C,,,,,,,,,,,,,,,,,,,,,,
Sala 04,L0403,0038C,,,,,,,,,,,,,,,,,,,,,,
Sala 04,L0404,0038C,,,,,,,,,,,,,,,,,,,,,,
Sala 04,L0405,0038C,,,,,,,,,,,,,,,,,,,,,,
Sala 04,L0406,0038C,,,,,,,,,,,,,,,,,,,,,,
Sala 04,L0407,0038C,,,,,,,,,,,,,,,,,,,,,,
Sala 04,L0408,0038C,,,,,,,,,,,,,,,,,,,,,,
Sala 04,L0409,0038C,,,,,,,,,,,,,,,,,,,,,,
Sala 04,L0410,0038C,,,,,,,,,,,,,,,,,,,,,,
Sala 04,L0411,0038C,,,,,,,,,,,,,,,,,,,,,,
Sala 04,L0412,0038C,,,,,,,,,,,,,,,,,,,,,,
Sala 05,L0501,0038C,,,,,,,,,,,,,,,,,,,,,,
Sala 05,L0502,0038C,,,,,,,,,,,,,,,,,,,,,,
Sala 05,L0503,0038C,,,,,,,,,,,,,,,,,,,,,,
Sala 05,L0504,0038C,,,,,,,,,,,,,,,,,,,,,,
Sala 05,L0505,0038C,,,,,,,,,,,,,,,,,,,,,,
Sala 05,L0506,0038C,,,,,,,,,,,,,,,,,,,,,,
Sala 05,L0507,0038C,,,,,,,,,,,,,,,,,,,,,,
Sala 05,L0508,0038C,,,,,,,,,,,,,,,,,,,,,,
Sala 05,L0509,0038C,,,,,,,,,,,,,,,,,,,,,,
Sala 05,L0510,0038C,,,,,,,,,,,,,,,,,,,,,,
Sala 05,L0511,0038C,,,,,,,,,,,,,,,,,,,,,,
Sala 06,L0609,0038C,,,,,,,,,,,,,,,,,,,,,,
Sala 06,L0610,0038C,,,,,,,,,,,,,,,,,,,,,,
Sala 06,L0611,0038C,,,,,,,,,,,,,,,,,,,,,,
Sala 06,L0612,0038C,,,,,,,,,,,,,,,,,,,,,,
Sala 06,L0613,0038C,,,,,,,,,,,,,,,,,,,,,,
Sala 06,L0614,0038C,,,,,,,,,,,,,,,,,,,,,,
Sala 07,L0701,0038C,,,,,,,,,,,,,,,,,,,,,,
Sala 07,L0702,0038C,,,,,,,,,,,,,,,,,,,,,,
Sala 07,L0703,0038C,,,,,,,,,,,,,,,,,,,,,,
Sala 07,L0704,0038C,,,,,,,,,,,,,,,,,,,,,,
Sala 07,L0705,0038C,,,,,,,,,,,,,,,,,,,,,,
Sala 07,L0706,0038C,,,,,,,,,,,,,,,,,,,,,,
Sala 07,L0707,0038C,,,,,,,,,,,,,,,,,,,,,,
Sala 07,L0708,0038C,,,,,,,,,,,,,,,,,,,,,,
Sala 07,L0709,0038C,,,,,,,,,,,,,,,,,,,,,,
Sala 07,L0710,0038C,,,,,,,,,,,,,,,,,,,,,,
Sala 07,L0711,0038C,,,,,,,,,,,,,,,,,,,,,,
Sala 07,L0712,0038C,,,,,,,,,,,,,,,,,,,,,,
Sala 07,L0713,0038C,,,,,,,,,,,,,,,,,,,,,,
Sala 07,L0714,0038C,,,,,,,,,,,,,,,,,,,,,,
Sala 08,L0801,0038C,,,,,,,,,,,,,,,,,,,,,,
Sala 08,L0802,0038C,,,,,,,,,,,,,,,,,,,,,,
Sala 08,L0803,0038C,,,,,,,,,,,,,,,,,,,,,,
Sala 08,L0804,0038C,,,,,,,,,,,,,,,,,,,,,,
Sala 08,L0805,0038C,,,,,,,,,,,,,,,,,,,,,,
Sala 08,L0806,0038C,,,,,,,,,,,,,,,,,,,,,,
Sala 08,L0807,0038C,,,,,,,,,,,,,,,,,,,,,,
Sala 08,L0808,0038C,,,,,,,,,,,,,,,,,,,,,,
Sala 08,L0809,0038C,,,,,,,,,,,,,,,,,,,,,,
Sala 08,L0810,0038C,,,,,,,,,,,,,,,,,,,,,,
Sala 08,L0811,0038C,,,,,,,,,,,,,,,,,,,,,,
Sala 08,L0812,0038C,,,,,,,,,,,,,,,,,,,,,,
Sala 08,L0813,0038C,,,,,,,,,,,,,,,,,,,,,,
Sala 08,L0814,0038C,,,,,,,,,,,,,,,,,,,,,,
Sala 09,L0903,0038C,,,,,,,,,,,,,,,,,,,,,,
Sala 09,L0904,0038C,,,,,,,,,,,,,,,,,,,,,,
Sala 09,L0905,0038C,,,,,,,,,,,,,,,,,,,,,,
Sala 09,L0906,0038C,,,,,,,,,,,,,,,,,,,,,,
