Sector,Piscina,Corrida,Cant/Siembra,Zoea 1,Zoea 2,Zoea 3,Mysis 1,Mysis 2,Mysis 3,Postlarva 1,Postlarva 2,Postlarva 3,Postlarva 4,Postlarva 5,Postlarva 6,Postlarva 7,Postlarva 8,Postlarva 9,Postlarva 10,Postlarva 11,Postlarva 12,Postlarva 13,Postlarva 14,Postlarva 15
Sala 09,L0907,0038C,,,,,,,,,,,,,,,,,,,,,,
Sala 09,L0908,0038C,,,,,,,,,,,,,,,,,,,,,,
Sala 09,L0909,0038C,,,,,,,,,,,,,,,,,,,,,,
Sala 09,L0910,0038C,,,,,,,,,,,,,,,,,,,,,,
Sala 09,L0911,0038C,,,,,,,,,,,,,,,,,,,,,,
Sala 09,L0912,0038C,,,,,,,,,,,,,,,,,,,,,,
Sala 09,L0913,0038C,,,,,,,,,,,,,,,,,,,,,,
Sala 09,L0914,0038C,,,,,,,,,,,,,,,,,,,,,,
Sala 10,L1001,0038C,,,,,,,,,,,,,,,,,,,,,,
Sala 10,L1002,0038C,,,,,,,,,,,,,,,,,,,,,,
Sala 10,L1003,0038C,,,,,,,,,,,,,,,,,,,,,,
Sala 10,L1004,0038C,,,,,,,,,,,,,,,,,,,,,,
Sala 10,L1005,0038C,,,,,,,,,,,,,,,,,,,,,,
Sala 10,L1006,0038C,,,,,,,,,,,,,,,,,,,,,,
Sala 10,L1007,0038C,,,,,,,,,,,,,,,,,,,,,,
Sala 10,L1008,0038C,,,,,,,,,,,,,,,,,,,,,,
Sala 10,L1009,0038C,,,,,,,,,,,,,,,,,,,,,,
Sala 10,L1010,0038C,,,,,,,,,,,,,,,,,,,,,,
Sala 10,L1011,0038C,,,,,,,,,,,,,,,,,,,,,,
Sala 10,L1012,0038C,,,,,,,,,,,,,,,,,,,,,,
Sala 10,L1013,0038C,,,,,,,,,,,,,,,,,,,,,,
Sala 10,L1014,0038C,,,,,,,,,,,,,,,,,,,,,,
Sala 11,L1101,0038C,,,,,,,,,,,,,,,,,,,,,,
Sala 11,L1102,0038C,,,,,,,,,,,,,,,,,,,,,,
Sala 11,L1103,0038C,,,,,,,,,,,,,,,,,,,,,,
Sala 11,L1104,0038C,,,,,,,,,,,,,,,,,,,,,,
Sala 11,L1105,0038C,,,,,,,,,,,,,,,,,,,,,,
Sala 11,L1106,0038C,,,,,,,,,,,,,,,,,,,,,,
Sala 11,L1107,0038C,,,,,,,,,,,,,,,,,,,,,,
Sala 11,L1108,0038C,,,,,,,,,,,,,,,,,,,,,,
Sala 11,L1109,0038C,,,,,,,,,,,,,,,,,,,,,,
Sala 11,L1110,0038C,,,,,,,,,,,,,,,,,,,,,,
Sala 11,L1111,0038C,,,,,,,,,,,,,,,,,,,,,,
Sala 11,L1112,0038C,,,,,,,,,,,,,,,,,,,,,,
Sala 11,L1113,0038C,,,,,,,,,,,,,,,,,,,,,,
Sala 11,L1114,0038C,,,,,,,,,,,,,,,,,,,,,,
Sala 02,L0201,0039C,,,,,,,,,,,,,,,,,,,,,,
Sala 02,L0202,0039C,,,,,,,,,,,,,,,,,,,,,,
Sala 02,L0203,0039C,,,,,,,,,,,,,,,,,,,,,,
Sala 02,L0204,0039C,,,,,,,,,,,,,,,,,,,,,,
Sala 02,L0205,0039C,,,,,,,,,,,,,,,,,,,,,,
Sala 02,L0206,0039C,,,,,,,,,,,,,,,,,,,,,,
Sala 02,L0207,0039C,,,,,,,,,,,,,,,,,,,,,,
Sala 02,L0208,0039C,,,,,,,,,,,,,,,,,,,,,,
Sala 02,L0209,0039C,,,,,,,,,,,,,,,,,,,,,,
Sala 02,L0210,0039C,,,,,,,,,,,,,,,,,,,,,,
Sala 02,L0211,0039C,,,,,,,,,,,,,,,,,,,,,,
Sala 02,L0212,0039C,,,,,,,,,,,,,,,,,,,,,,
Sala 03,L0301,0039C,,,,,,,,,,,,,,,,,,,,,,
Sala 03,L0302,0039C,,,,,,,,,,,,,,,,,,,,,,
Sala 03,L0303,0039C,,,,,,,,,,,,,,,,,,,,,,
Sala 03,L0304,0039C,,,,,,,,,,,,,,,,,,,,,,
Sala 03,L0305,0039C,,,,,,,,,,,,,,,,,,,,,,
Sala 03,L0306,0039C,,,,,,,,,,,,,,,,,,,,,,
Sala 03,L0307,0039C,,,,,,,,,,,,,,,,,,,,,,
Sala 03,L0308,0039C,,,,,,,,,,,,,,,,,,,,,,
Sala 03,L0309,0039C,,,,,,,,,,,,,,,,,,,,,,
Sala 03,L0310,0039C,,,,,,,,,,,,,,,,,,,,,,
Sala 03,L0311,0039C,,,,,,,,,,,,,,,,,,,,,,
Sala 03,L0312,0039C,,,,,,,,,,,,,,,,,,,,,,
Sala 04,L0401,0039C,,,,,,,,,,,,,,,,,,,,,,
Sala 04,L0402,0039C,,,,,,,,,,,,,,,,,,,,,,
Sala 04,L0403,0039C,,,,,,,,,,,,,,,,,,,,,,
Sala 04,L0404,0039C,,,,,,,,,,,,,,,,,,,,,,
Sala 04,L0405,0039C,,,,,,,,,,,,,,,,,,,,,,
Sala 04,L0406,0039C,,,,,,,,,,,,,,,,,,,,,,
Sala 04,L0407,0039C,,,,,,,,,,,,,,,,,,,,,,
Sala 04,L0408,0039C,,,,,,,,,,,,,,,,,,,,,,
Sala 04,L0409,0039C,,,,,,,,,,,,,,,,,,,,,,
Sala 04,L0410,0039C,,,,,,,,,,,,,,,,,,,,,,
Sala 04,L0411,0039C,,,,,,,,,,,,,,,,,,,,,,
Sala 04,L0412,0039C,,,,,,,,,,,,,,,,,,,,,,
Sala 05,L0501,0039C,,,,,,,,,,,,,,,,,,,,,,
Sala 05,L0502,0039C,,,,,,,,,,,,,,,,,,,,,,
Sala 05,L0503,0039C,,,,,,,,,,,,,,,,,,,,,,
Sala 05,L0504,0039C,,,,,,,,,,,,,,,,,,,,,,
Sala 05,L0505,0039C,,,,,,,,,,,,,,,,,,,,,,
Sala 05,L0506,0039C,,,,,,,,,,,,,,,,,,,,,,
Sala 05,L0507,0039C,,,,,,,,,,,,,,,,,,,,,,
Sala 05,L0508,0039C,,,,,,,,,,,,,,,,,,,,,,
Sala 05,L0509,0039C,,,,,,,,,,,,,,,,,,,,,,
Sala 05,L0510,0039C,,,,,,,,,,,,,,,,,,,,,,
Sala 05,L0511,0039C,,,,,,,,,,,,,,,,,,,,,,
Sala 05,L0512,0039C,,,,,,,,,,,,,,,,,,,,,,
Sala 06,L0601,0039C,,,,,,,,,,,,,,,,,,,,,,
Sala 06,L0602,0039C,,,,,,,,,,,,,,,,,,,,,,
Sala 06,L0603,0039C,,,,,,,,,,,,,,,,,,,,,,
Sala 06,L0604,0039C,,,,,,,,,,,,,,,,,,,,,,
Sala 06,L0605,0039C,,,,,,,,,,,,,,,,,,,,,,
Sala 06,L0606,0039C,,,,,,,,,,,,,,,,,,,,,,
Sala 06,L0607,0039C,,,,,,,,,,,,,,,,,,,,,,
Sala 06,L0608,0039C,,,,,,,,,,,,,,,,,,,,,,
Sala 06,L0609,0039C,,,,,,,,,,,,,,,,,,,,,,
Sala 06,L0610,0039C,,,,,,,,,,,,,,,,,,,,,,
Sala 06,L0611,0039C,,,,,,,,,,,,,,,,,,,,,,
Sala 06,L0612,0039C,,,,,,,,,,,,,,,,,,,,,,
Sala 06,L0613,0039C,,,,,,,,,,,,,,,,,,,,,,
Sala 06,L0614,0039C,,,,,,,,,,,,,,,,,,,,,,
Sala 07,L0701,0039C,,,,,,,,,,,,,,,,,,,,,,
Sala 07,L0702,0039C,,,,,,,,,,,,,,,,,,,,,,
Sala 07,L0703,0039C,,,,,,,,,,,,,,,,,,,,,,
Sala 07,L0704,0039C,,,,,,,,,,,,,,,,,,,,,,
Sala 07,L0705,0039C,,,,,,,,,,,,,,,,,,,,,,
Sala 07,L0706,0039C,,,,,,,,,,,,,,,,,,,,,,
Sala 07,L0707,0039C,,,,,,,,,,,,,,,,,,,,,,
Sala 07,L0708,0039C,,,,,,,,,,,,,,,,,,,,,,
Sala 07,L0709,0039C,,,,,,,,,,,,,,,,,,,,,,
Sala 07,L0710,0039C,,,,,,,,,,,,,,,,,,,,,,
Sala 07,L0711,0039C,,,,,,,,,,,,,,,,,,,,,,
Sala 07,L0712,0039C,,,,,,,,,,,,,,,,,,,,,,
Sala 07,L0713,0039C,,,,,,,,,,,,,,,,,,,,,,
Sala 07,L0714,0039C,,,,,,,,,,,,,,,,,,,,,,
Sala 08,L0801,0039C,,,,,,,,,,,,,,,,,,,,,,
Sala 08,L0802,0039C,,,,,,,,,,,,,,,,,,,,,,
Sala 08,L0803,0039C,,,,,,,,,,,,,,,,,,,,,,
Sala 08,L0804,0039C,,,,,,,,,,,,,,,,,,,,,,
Sala 08,L0805,0039C,,,,,,,,,,,,,,,,,,,,,,
Sala 08,L0806,0039C,,,,,,,,,,,,,,,,,,,,,,
Sala 08,L0807,0039C,,,,,,,,,,,,,,,,,,,,,,
Sala 08,L0808,0039C,,,,,,,,,,,,,,,,,,,,,,
Sala 08,L0809,0039C,,,,,,,,,,,,,,,,,,,,,,
Sala 08,L0810,0039C,,,,,,,,,,,,,,,,,,,,,,
Sala 08,L0811,0039C,,,,,,,,,,,,,,,,,,,,,,
Sala 08,L0812,0039C,,,,,,,,,,,,,,,,,,,,,,
Sala 08,L0813,0039C,,,,,,,,,,,,,,,,,,,,,,
Sala 08,L0814,0039C,,,,,,,,,,,,,,,,,,,,,,
Sala 09,L0901,0039C,,,,,,,,,,,,,,,,,,,,,,
Sala 09,L0902,0039C,,,,,,,,,,,,,,,,,,,,,,
Sala 09,L0903,0039C,,,,,,,,,,,,,,,,,,,,,,
Sala 09,L0904,0039C,,,,,,,,,,,,,,,,,,,,,,
Sala 09,L0905,0039C,,,,,,,,,,,,,,,,,,,,,,
Sala 09,L0906,0039C,,,,,,,,,,,,,,,,,,,,,,
Sala 09,L0907,0039C,,,,,,,,,,,,,,,,,,,,,,
Sala 09,L0908,0039C,,,,,,,,,,,,,,,,,,,,,,
Sala 09,L0909,0039C,,,,,,,,,,,,,,,,,,,,,,
Sala 09,L0910,0039C,,,,,,,,,,,,,,,,,,,,,,
Sala 09,L0911,0039C,,,,,,,,,,,,,,,,,,,,,,
Sala 09,L0912,0039C,,,,,,,,,,,,,,,,,,,,,,
Sala 09,L0913,0039C,,,,,,,,,,,,,,,,,,,,,,
Sala 09,L0914,0039C,,,,,,,,,,,,,,,,,,,,,,
Sala 10,L1001,0039C,,,,,,,,,,,,,,,,,,,,,,
Sala 10,L1002,0039C,,,,,,,,,,,,,,,,,,,,,,
Sala 10,L1003,0039C,,,,,,,,,,,,,,,,,,,,,,
Sala 10,L1004,0039C,,,,,,,,,,,,,,,,,,,,,,
Sala 10,L1005,0039C,,,,,,,,,,,,,,,,,,,,,,
Sala 10,L1006,0039C,,,,,,,,,,,,,,,,,,,,,,
Sala 10,L1007,0039C,,,,,,,,,,,,,,,,,,,,,,
Sala 10,L1008,0039C,,,,,,,,,,,,,,,,,,,,,,
Sala 10,L1009,0039C,,,,,,,,,,,,,,,,,,,,,,
Sala 10,L1010,0039C,,,,,,,,,,,,,,,,,,,,,,
Sala 10,L1011,0039C,,,,,,,,,,,,,,,,,,,,,,
Sala 10,L1012,0039C,,,,,,,,,,,,,,,,,,,,,,
Sala 10,L1013,0039C,,,,,,,,,,,,,,,,,,,,,,
Sala 10,L1014,0039C,,,,,,,,,,,,,,,,,,,,,,
Sala 11,L1101,0039C,,,,,,,,,,,,,,,,,,,,,,
Sala 11,L1102,0039C,,,,,,,,,,,,,,,,,,,,,,
Sala 11,L1103,0039C,,,,,,,,,,,,,,,,,,,,,,
Sala 11,L1104,0039C,,,,,,,,,,,,,,,,,,,,,,
Sala 11,L1105,0039C,,,,,,,,,,,,,,,,,,,,,,
Sala 11,L1106,0039C,,,,,,,,,,,,,,,,,,,,,,
Sala 11,L1107,0039C,,,,,,,,,,,,,,,,,,,,,,
Sala 11,L1108,0039C,,,,,,,,,,,,,,,,,,,,,,
Sala 11,L1109,0039C,,,,,,,,,,,,,,,,,,,,,,
Sala 11,L1110,0039C,,,,,,,,,,,,,,,,,,,,,,
Sala 11,L1111,0039C,,,,,,,,,,,,,,,,,,,,,,
Sala 11,L1112,0039C,,,,,,,,,,,,,,,,,,,,,,
Sala 11,L1113,0039C,,,,,,,,,,,,,,,,,,,,,,
Sala 11,L1114,0039C,,,,,,,,,,,,,,,,,,,,,,
Sala 02,L0201,0040C,,,,,,,,,,,,,,,,,,,,,,
Sala 02,L0202,0040C,,,,,,,,,,,,,,,,,,,,,,
Sala 02,L0203,0040C,,,,,,,,,,,,,,,,,,,,,,
Sala 02,L0204,0040C,,,,,,,,,,,,,,,,,,,,,,
Sala 02,L0205,0040C,,,,,,,,,,,,,,,,,,,,,,
Sala 02,L0206,0040C,,,,,,,,,,,,,,,,,,,,,,
Sala 02,L0207,0040C,,,,,,,,,,,,,,,,,,,,,,
Sala 02,L0208,0040C,,,,,,,,,,,,,,,,,,,,,,
Sala 02,L0209,0040C,,,,,,,,,,,,,,,,,,,,,,
Sala 02,L0210,0040C,,,,,,,,,,,,,,,,,,,,,,
Sala 02,L0211,0040C,,,,,,,,,,,,,,,,,,,,,,
Sala 02,L0212,0040C,,,,,,,,,,,,,,,,,,,,,,
Sala 03,L0301,0040C,,,,,,,,,,,,,,,,,,,,,,
Sala 03,L0302,0040C,,,,,,,,,,,,,,,,,,,,,,
Sala 03,L0303,0040C,,,,,,,,,,,,,,,,,,,,,,
Sala 03,L0304,0040C,,,,,,,,,,,,,,,,,,,,,,
Sala 03,L0305,0040C,,,,,,,,,,,,,,,,,,,,,,
Sala 03,L0306,0040C,,,,,,,,,,,,,,,,,,,,,,
Sala 03,L0307,0040C,,,,,,,,,,,,,,,,,,,,,,
Sala 03,L0308,0040C,,,,,,,,,,,,,,,,,,,,,,
Sala 03,L0309,0040C,,,,,,,,,,,,,,,,,,,,,,
Sala 03,L0310,0040C,,,,,,,,,,,,,,,,,,,,,,
Sala 03,L0311,0040C,,,,,,,,,,,,,,,,,,,,,,
Sala 03,L0312,0040C,,,,,,,,,,,,,,,,,,,,,,
Sala 04,L0401,0040C,,,,,,,,,,,,,,,,,,,,,,
Sala 04,L0402,0040C,,,,,,,,,,,,,,,,,,,,,,
Sala 04,L0403,0040C,,,,,,,,,,,,,,,,,,,,,,
Sala 04,L0404,0040C,,,,,,,,,,,,,,,,,,,,,,
Sala 04,L0405,0040C,,,,,,,,,,,,,,,,,,,,,,
Sala 04,L0406,0040C,,,,,,,,,,,,,,,,,,,,,,
Sala 04,L0407,0040C,,,,,,,,,,,,,,,,,,,,,,
Sala 04,L0408,0040C,,,,,,,,,,,,,,,,,,,,,,
Sala 04,L0409,0040C,,,,,,,,,,,,,,,,,,,,,,
Sala 04,L0410,0040C,,,,,,,,,,,,,,,,,,,,,,
Sala 04,L0411,0040C,,,,,,,,,,,,,,,,,,,,,,
Sala 04,L0412,0040C,,,,,,,,,,,,,,,,,,,,,,
Sala 05,L0501,0040C,,,,,,,,,,,,,,,,,,,,,,
Sala 05,L0502,0040C,,,,,,,,,,,,,,,,,,,,,,
Sala 05,L0503,0040C,,,,,,,,,,,,,,,,,,,,,,
Sala 05,L0504,0040C,,,,,,,,,,,,,,,,,,,,,,
Sala 05,L0505,0040C,,,,,,,,,,,,,,,,,,,,,,
Sala 05,L0506,0040C,,,,,,,,,,,,,,,,,,,,,,
Sala 05,L0507,0040C,,,,,,,,,,,,,,,,,,,,,,
Sala 05,L0508,0040C,,,,,,,,,,,,,,,,,,,,,,
Sala 05,L0509,0040C,,,,,,,,,,,,,,,,,,,,,,
Sala 05,L0510,0040C,,,,,,,,,,,,,,,,,,,,,,
Sala 05,L0511,0040C,,,,,,,,,,,,,,,,,,,,,,
Sala 05,L0512,0040C,,,,,,,,,,,,,,,,,,,,,,
Sala 06,L0601,0040C,,,,,,,,,,,,,,,,,,,,,,
Sala 06,L0602,0040C,,,,,,,,,,,,,,,,,,,,,,
Sala 06,L0603,0040C,,,,,,,,,,,,,,,,,,,,,,
Sala 06,L0604,0040C,,,,,,,,,,,,,,,,,,,,,,
Sala 06,L0605,0040C,,,,,,,,,,,,,,,,,,,,,,
Sala 06,L0606,0040C,,,,,,,,,,,,,,,,,,,,,,
Sala 06,L0607,0040C,,,,,,,,,,,,,,,,,,,,,,
Sala 06,L0608,0040C,,,,,,,,,,,,,,,,,,,,,,
Sala 06,L0609,0040C,,,,,,,,,,,,,,,,,,,,,,
Sala 06,L0610,0040C,,,,,,,,,,,,,,,,,,,,,,
Sala 06,L0611,0040C,,,,,,,,,,,,,,,,,,,,,,
Sala 06,L0612,0040C,,,,,,,,,,,,,,,,,,,,,,
Sala 06,L0613,0040C,,,,,,,,,,,,,,,,,,,,,,
Sala 06,L0614,0040C,,,,,,,,,,,,,,,,,,,,,,
Sala 07,L0701,0040C,,,,,,,,,,,,,,,,,,,,,,
Sala 07,L0702,0040C,,,,,,,,,,,,,,,,,,,,,,
Sala 07,L0703,0040C,,,,,,,,,,,,,,,,,,,,,,
Sala 07,L0704,0040C,,,,,,,,,,,,,,,,,,,,,,
Sala 07,L0705,0040C,,,,,,,,,,,,,,,,,,,,,,
Sala 07,L0706,0040C,,,,,,,,,,,,,,,,,,,,,,
Sala 07,L0707,0040C,,,,,,,,,,,,,,,,,,,,,,
Sala 07,L0708,0040C,,,,,,,,,,,,,,,,,,,,,,
Sala 07,L0709,0040C,,,,,,,,,,,,,,,,,,,,,,
Sala 07,L0710,0040C,,,,,,,,,,,,,,,,,,,,,,
Sala 07,L0711,0040C,,,,,,,,,,,,,,,,,,,,,,
Sala 07,L0712,0040C,,,,,,,,,,,,,,,,,,,,,,
Sala 07,L0713,0040C,,,,,,,,,,,,,,,,,,,,,,
Sala 07,L0714,0040C,,,,,,,,,,,,,,,,,,,,,,
Sala 08,L0801,0040C,,,,,,,,,,,,,,,,,,,,,,
Sala 08,L0802,0040C,,,,,,,,,,,,,,,,,,,,,,
Sala 08,L0803,0040C,,,,,,,,,,,,,,,,,,,,,,
Sala 08,L0804,0040C,,,,,,,,,,,,,,,,,,,,,,
Sala 08,L0805,0040C,,,,,,,,,,,,,,,,,,,,,,
Sala 08,L0806,0040C,,,,,,,,,,,,,,,,,,,,,,
Sala 08,L0807,0040C,,,,,,,,,,,,,,,,,,,,,,
Sala 08,L0808,0040C,,,,,,,,,,,,,,,,,,,,,,
Sala 08,L0809,0040C,,,,,,,,,,,,,,,,,,,,,,
Sala 08,L0810,0040C,,,,,,,,,,,,,,,,,,,,,,
Sala 08,L0811,0040C,,,,,,,,,,,,,,,,,,,,,,
Sala 08,L0812,0040C,,,,,,,,,,,,,,,,,,,,,,
Sala 08,L0813,0040C,,,,,,,,,,,,,,,,,,,,,,
Sala 08,L0814,0040C,,,,,,,,,,,,,,,,,,,,,,
Sala 09,L0901,0040C,,,,,,,,,,,,,,,,,,,,,,
Sala 09,L0902,0040C,,,,,,,,,,,,,,,,,,,,,,
Sala 09,L0903,0040C,,,,,,,,,,,,,,,,,,,,,,
Sala 09,L0904,0040C,,,,,,,,,,,,,,,,,,,,,,
Sala 09,L0905,0040C,,,,,,,,,,,,,,,,,,,,,,
Sala 09,L0906,0040C,,,,,,,,,,,,,,,,,,,,,,
Sala 09,L0907,0040C,,,,,,,,,,,,,,,,,,,,,,
Sala 09,L0908,0040C,,,,,,,,,,,,,,,,,,,,,,
Sala 09,L0909,0040C,,,,,,,,,,,,,,,,,,,,,,
Sala 09,L0910,0040C,,,,,,,,,,,,,,,,,,,,,,
Sala 09,L0911,0040C,,,,,,,,,,,,,,,,,,,,,,
Sala 09,L0912,0040C,,,,,,,,,,,,,,,,,,,,,,
Sala 09,L0913,0040C,,,,,,,,,,,,,,,,,,,,,,
Sala 09,L0914,0040C,,,,,,,,,,,,,,,,,,,,,,
Sala 10,L1001,0040C,,,,,,,,,,,,,,,,,,,,,,
Sala 10,L1002,0040C,,,,,,,,,,,,,,,,,,,,,,
Sala 10,L1003,0040C,,,,,,,,,,,,,,,,,,,,,,
Sala 10,L1004,0040C,,,,,,,,,,,,,,,,,,,,,,
Sala 10,L1005,0040C,,,,,,,,,,,,,,,,,,,,,,
Sala 10,L1006,0040C,,,,,,,,,,,,,,,,,,,,,,
Sala 10,L1007,0040C,,,,,,,,,,,,,,,,,,,,,,
Sala 10,L1008,0040C,,,,,,,,,,,,,,,,,,,,,,
Sala 10,L1009,0040C,,,,,,,,,,,,,,,,,,,,,,
Sala 10,L1010,0040C,,,,,,,,,,,,,,,,,,,,,,
Sala 10,L1011,0040C,,,,,,,,,,,,,,,,,,,,,,
Sala 10,L1012,0040C,,,,,,,,,,,,,,,,,,,,,,
Sala 10,L1013,0040C,,,,,,,,,,,,,,,,,,,,,,
Sala 10,L1014,0040C,,,,,,,,,,,,,,,,,,,,,,
Sala 11,L1101,0040C,,,,,,,,,,,,,,,,,,,,,,
Sala 11,L1102,0040C,,,,,,,,,,,,,,,,,,,,,,
Sala 11,L1103,0040C,,,,,,,,,,,,,,,,,,,,,,
Sala 11,L1104,0040C,,,,,,,,,,,,,,,,,,,,,,
Sala 11,L1105,0040C,,,,,,,,,,,,,,,,,,,,,,
Sala 11,L1106,0040C,,,,,,,,,,,,,,,,,,,,,,
Sala 11,L1107,0040C,,,,,,,,,,,,,,,,,,,,,,
Sala 11,L1108,0040C,,,,,,,,,,,,,,,,,,,,,,
Sala 11,L1109,0040C,,,,,,,,,,,,,,,,,,,,,,
Sala 11,L1110,0040C,,,,,,,,,,,,,,,,,,,,,,
Sala 11,L1111,0040C,,,,,,,,,,,,,,,,,,,,,,
Sala 11,L1112,0040C,,,,,,,,,,,,,,,,,,,,,,
Sala 11,L1113,0040C,,,,,,,,,,,,,,,,,,,,,,
Sala 11,L1114,0040C,,,,,,,,,,,,,,,,,,,,,,
Sala 02,L0201,0041C,,,,,,,,,,,,,,,,,,,,,,
Sala 02,L0202,0041C,,,,,,,,,,,,,,,,,,,,,,
Sala 02,L0203,0041C,,,,,,,,,,,,,,,,,,,,,,
Sala 02,L0204,0041C,,,,,,,,,,,,,,,,,,,,,,
Sala 02,L0205,0041C,,,,,,,,,,,,,,,,,,,,,,
Sala 02,L0206,0041C,,,,,,,,,,,,,,,,,,,,,,
Sala 02,L0207,0041C,,,,,,,,,,,,,,,,,,,,,,
Sala 02,L0208,0041C,,,,,,,,,,,,,,,,,,,,,,
Sala 02,L0209,0041C,,,,,,,,,,,,,,,,,,,,,,
Sala 02,L0210,0041C,,,,,,,,,,,,,,,,,,,,,,
Sala 02,L0211,0041C,,,,,,,,,,,,,,,,,,,,,,
Sala 02,L0212,0041C,,,,,,,,,,,,,,,,,,,,,,
Sala 03,L0301,0041C,,,,,,,,,,,,,,,,,,,,,,
Sala 03,L0302,0041C,,,,,,,,,,,,,,,,,,,,,,
Sala 03,L0303,0041C,,,,,,,,,,,,,,,,,,,,,,
Sala 03,L0304,0041C,,,,,,,,,,,,,,,,,,,,,,
Sala 03,L0305,0041C,,,,,,,,,,,,,,,,,,,,,,
Sala 03,L0306,0041C,,,,,,,,,,,,,,,,,,,,,,
Sala 03,L0307,0041C,,,,,,,,,,,,,,,,,,,,,,
Sala 03,L0308,0041C,,,,,,,,,,,,,,,,,,,,,,
Sala 03,L0309,0041C,,,,,,,,,,,,,,,,,,,,,,
Sala 03,L0310,0041C,,,,,,,,,,,,,,,,,,,,,,
Sala 03,L0311,0041C,,,,,,,,,,,,,,,,,,,,,,
Sala 03,L0312,0041C,,,,,,,,,,,,,,,,,,,,,,
Sala 04,L0401,0041C,,,,,,,,,,,,,,,,,,,,,,
Sala 04,L0402,0041C,,,,,,,,,,,,,,,,,,,,,,
Sala 04,L0403,0041C,,,,,,,,,,,,,,,,,,,,,,
Sala 04,L0404,0041C,,,,,,,,,,,,,,,,,,,,,,
Sala 04,L0405,0041C,,,,,,,,,,,,,,,,,,,,,,
Sala 04,L0406,0041C,,,,,,,,,,,,,,,,,,,,,,
Sala 04,L0407,0041C,,,,,,,,,,,,,,,,,,,,,,
Sala 04,L0408,0041C,,,,,,,,,,,,,,,,,,,,,,
Sala 04,L0409,0041C,,,,,,,,,,,,,,,,,,,,,,
Sala 04,L0410,0041C,,,,,,,,,,,,,,,,,,,,,,
Sala 04,L0411,0041C,,,,,,,,,,,,,,,,,,,,,,
Sala 04,L0412,0041C,,,,,,,,,,,,,,,,,,,,,,
Sala 05,L0501,0041C,,,,,,,,,,,,,,,,,,,,,,
Sala 05,L0502,0041C,,,,,,,,,,,,,,,,,,,,,,
Sala 05,L0503,0041C,,,,,,,,,,,,,,,,,,,,,,
Sala 05,L0504,0041C,,,,,,,,,,,,,,,,,,,,,,
Sala 05,L0505,0041C,,,,,,,,,,,,,,,,,,,,,,
Sala 05,L0506,0041C,,,,,,,,,,,,,,,,,,,,,,
Sala 05,L0507,0041C,,,,,,,,,,,,,,,,,,,,,,
Sala 05,L0508,0041C,,,,,,,,,,,,,,,,,,,,,,
Sala 05,L0509,0041C,,,,,,,,,,,,,,,,,,,,,,
Sala 05,L0510,0041C,,,,,,,,,,,,,,,,,,,,,,
Sala 05,L0511,0041C,,,,,,,,,,,,,,,,,,,,,,
Sala 05,L0512,0041C,,,,,,,,,,,,,,,,,,,,,,
Sala 06,L0601,0041C,,,,,,,,,,,,,,,,,,,,,,
Sala 06,L0602,0041C,,,,,,,,,,,,,,,,,,,,,,
Sala 06,L0603,0041C,,,,,,,,,,,,,,,,,,,,,,
Sala 06,L0604,0041C,,,,,,,,,,,,,,,,,,,,,,
Sala 06,L0605,0041C,,,,,,,,,,,,,,,,,,,,,,
Sala 06,L0606,0041C,,,,,,,,,,,,,,,,,,,,,,
Sala 06,L0607,0041C,,,,,,,,,,,,,,,,,,,,,,
Sala 06,L0608,0041C,,,,,,,,,,,,,,,,,,,,,,
Sala 06,L0609,0041C,,,,,,,,,,,,,,,,,,,,,,
Sala 06,L0610,0041C,,,,,,,,,,,,,,,,,,,,,,
Sala 06,L0611,0041C,,,,,,,,,,,,,,,,,,,,,,
Sala 06,L0612,0041C,,,,,,,,,,,,,,,,,,,,,,
Sala 06,L0613,0041C,,,,,,,,,,,,,,,,,,,,,,
Sala 06,L0614,0041C,,,,,,,,,,,,,,,,,,,,,,
Sala 07,L0701,0041C,,,,,,,,,,,,,,,,,,,,,,
Sala 07,L0702,0041C,,,,,,,,,,,,,,,,,,,,,,
Sala 07,L0703,0041C,,,,,,,,,,,,,,,,,,,,,,
Sala 07,L0704,0041C,,,,,,,,,,,,,,,,,,,,,,
Sala 07,L0705,0041C,,,,,,,,,,,,,,,,,,,,,,
Sala 07,L0706,0041C,,,,,,,,,,,,,,,,,,,,,,
Sala 07,L0707,0041C,,,,,,,,,,,,,,,,,,,,,,
Sala 07,L0708,0041C,,,,,,,,,,,,,,,,,,,,,,
Sala 07,L0709,0041C,,,,,,,,,,,,,,,,,,,,,,
Sala 07,L0710,0041C,,,,,,,,,,,,,,,,,,,,,,
Sala 07,L0711,0041C,,,,,,,,,,,,,,,,,,,,,,
Sala 07,L0712,0041C,,,,,,,,,,,,,,,,,,,,,,
Sala 07,L0713,0041C,,,,,,,,,,,,,,,,,,,,,,
Sala 07,L0714,0041C,,,,,,,,,,,,,,,,,,,,,,
Sala 08,L0801,0041C,,,,,,,,,,,,,,,,,,,,,,
Sala 08,L0802,0041C,,,,,,,,,,,,,,,,,,,,,,
Sala 08,L0803,0041C,,,,,,,,,,,,,,,,,,,,,,
Sala 08,L0804,0041C,,,,,,,,,,,,,,,,,,,,,,
Sala 08,L0805,0041C,,,,,,,,,,,,,,,,,,,,,,
Sala 08,L0806,0041C,,,,,,,,,,,,,,,,,,,,,,
Sala 08,L0807,0041C,,,,,,,,,,,,,,,,,,,,,,
